a,b,c,w,r1,r2,V0,dcj,pcj,vcj,edet,e1,e2,e3,e4,e5,e6,e7,t0.1,t0.15,t0.25,t0.35,t0.5,t0.75,t1,t1.5,t2,t2.5,t3.5,t4.5
1025.5509,78.0566,1.052338,0.4591,5.473197,2.066466,0.544662,8.732375,37.815914,0.397559,5.092210,0.810059,3.852319,4.296499,4.426273,4.495222,4.543689,4.581235,0.751875,0.757179,1.073301,1.258665,1.479600,1.781538,2.005565,2.292063,2.456894,2.576630,2.699088,2.748947
774.1923,45.2142,1.215625,0.598485,4.702878,1.852298,0.544662,8.837343,39.390494,0.395020,4.823262,0.818113,3.758039,4.198643,4.332651,4.399767,4.444480,4.478011,0.770499,0.775420,1.088679,1.281989,1.497525,1.794988,2.010608,2.279954,2.436691,2.552467,2.673273,2.724110
851.846,56.2948,1.31969,0.571099,5.007473,1.883922,0.544662,8.802561,39.301085,0.394238,5.190352,0.838347,3.963048,4.461123,4.611434,4.687029,4.737790,4.776081,0.771504,0.776563,1.095847,1.288779,1.511992,1.818231,2.043443,2.330065,2.497243,2.620226,2.748966,2.803061
611.9052,31.4372,1.15363,0.573073,4.318977,1.604069,0.544662,8.727526,40.366147,0.387402,5.144746,0.874555,3.962471,4.473585,4.631890,4.705301,4.751354,4.785119,0.788871,0.794031,1.121107,1.315268,1.543997,1.850147,2.071113,2.346315,2.507846,2.627501,2.754953,2.810626
717.7593,35.8091,1.117545,0.565176,4.52657,1.656579,0.544662,8.856160,40.302203,0.392187,5.113202,0.855664,3.946623,4.452496,4.605631,4.676548,4.721419,4.754520,0.788819,0.793683,1.113596,1.313033,1.534281,1.839490,2.060522,2.337585,2.500683,2.621842,2.750328,2.805099
959.5529,43.5782,0.94826,0.529067,5.061846,1.676091,0.544662,8.776622,37.816483,0.399023,5.076430,0.796644,3.900019,4.437745,4.590247,4.656561,4.697511,4.727634,0.750504,0.755724,1.068280,1.254339,1.471386,1.771448,1.995303,2.287552,2.462189,2.591921,2.733252,2.792523
935.0422,33.8244,1.290325,0.557612,4.925906,1.607309,0.544662,8.777057,37.527828,0.400195,5.075286,0.767453,3.753088,4.299924,4.474983,4.557843,4.610468,4.649286,0.738755,0.743910,1.049793,1.232399,1.443595,1.735965,1.953433,2.237365,2.408952,2.538025,2.684498,2.750195
763.9804,28.5709,0.81207,0.333341,4.557735,1.506188,0.544662,8.776724,38.517209,0.396289,5.384533,0.809231,3.813297,4.351764,4.523675,4.603038,4.653104,4.690634,0.762869,0.767936,1.080412,1.270381,1.485017,1.781542,1.998739,2.276335,2.442751,2.568263,2.708162,2.770795
917.9105,33.8821,1.176206,0.64684,4.829867,1.621589,0.544662,8.908988,38.698361,0.400000,4.851381,0.785575,3.767941,4.276922,4.430040,4.498257,4.539909,4.569947,0.758681,0.763544,1.069933,1.261888,1.471188,1.765927,1.982484,2.260447,2.426709,2.551573,2.688719,2.747736
1030.5189,35.2222,0.574245,0.29318,5.024837,1.556863,0.544662,8.803936,36.739088,0.404004,5.151258,0.752758,3.728258,4.262756,4.416405,4.480602,4.519290,4.548021,0.734627,0.739860,1.042940,1.224823,1.431871,1.722055,1.939009,2.224418,2.397758,2.527856,2.674371,2.737311
801.5924,29.2129,0.958694,0.471621,4.590478,1.558481,0.544662,8.868731,38.967453,0.397656,5.024093,0.803130,3.763669,4.269360,4.428266,4.501597,4.547628,4.581676,0.767100,0.771982,1.081416,1.274928,1.485787,1.780822,1.995731,2.268254,2.430807,2.553164,2.687657,2.746864
777.3849,22.0289,0.853782,0.505437,4.527374,1.306172,0.544662,8.801460,38.660129,0.396582,5.227998,0.809036,3.895056,4.517330,4.721992,4.806738,4.852408,4.882933,0.763536,0.768614,1.081576,1.271753,1.487033,1.785057,2.004563,2.289177,2.463424,2.596518,2.751195,2.822760
1146.2217,69.1406,1.534439,0.613968,5.554223,1.999443,0.544662,8.811496,38.134371,0.398926,5.147080,0.800362,3.910625,4.406894,4.559602,4.639482,4.693888,4.734903,0.750606,0.755621,1.067531,1.256430,1.474751,1.778703,2.005503,2.299330,2.470847,2.596335,2.729242,2.785213
589.6432,28.335,0.711068,0.367117,4.139396,1.602438,0.544662,8.821071,41.029661,0.388184,5.118403,0.887603,3.890101,4.334593,4.468379,4.530919,4.571297,4.601877,0.806592,0.811588,1.138284,1.339730,1.563722,1.867679,2.083175,2.344476,2.496539,2.607527,2.721908,2.770318
1369.1728,80.5003,0.592819,0.301085,5.824937,2.020354,0.544662,8.842113,37.214703,0.403418,5.117640,0.789324,3.864485,4.296648,4.404467,4.456193,4.492248,4.520708,0.747847,0.753031,1.063624,1.251672,1.466688,1.768629,1.994752,2.287653,2.456719,2.578841,2.701897,2.748085
1258.0098,46.6573,1.014969,0.422716,5.483344,1.693946,0.544662,8.759910,36.247228,0.404492,5.335795,0.751525,3.851255,4.420699,4.590846,4.670333,4.722028,4.761183,0.724682,0.730026,1.034956,1.213818,1.425677,1.721159,1.945691,2.246677,2.429696,2.564917,2.717745,2.783694
833.9826,69.7029,0.88168,0.327372,5.093522,1.966303,0.544662,8.775321,39.321506,0.393164,5.580010,0.863339,4.029278,4.503274,4.640849,4.712862,4.763937,4.804216,0.781193,0.786400,1.111740,1.306213,1.533658,1.843969,2.071717,2.359228,2.524755,2.644928,2.766213,2.815512
1061.9153,52.205,1.508617,0.589076,5.320101,1.869568,0.544662,8.713165,36.930289,0.400391,5.032788,0.760979,3.741332,4.246768,4.407773,4.490972,4.547134,4.589446,0.727579,0.732828,1.038728,1.217420,1.430794,1.724499,1.944531,2.232521,2.403672,2.530258,2.670108,2.731408
868.8095,24.0359,0.688841,0.277843,4.678549,1.402052,0.544662,8.776111,37.113919,0.401758,5.344760,0.756688,3.656746,4.210385,4.391824,4.472871,4.521876,4.557852,0.738076,0.743307,1.046704,1.228182,1.434442,1.721032,1.932896,2.208225,2.376263,2.504335,2.653281,2.722170
950.5828,74.6495,1.007002,0.456998,5.333332,2.028936,0.544662,8.749275,38.355731,0.395996,5.130814,0.827265,3.907829,4.358821,4.487880,4.554832,4.601499,4.637587,0.761809,0.767005,1.085345,1.274640,1.497230,1.802093,2.027388,2.314142,2.479056,2.598833,2.720472,2.769581
767.889,50.5651,0.749028,0.324736,4.761645,1.817064,0.544662,8.790285,39.207899,0.394141,5.314549,0.844106,3.904791,4.370114,4.503068,4.567904,4.612166,4.646681,0.777598,0.782665,1.102046,1.296608,1.517487,1.821253,2.042785,2.321435,2.483601,2.602640,2.725134,2.775212
940.0027,35.091,1.032816,0.635235,4.919808,1.585118,0.544662,8.828326,37.990151,0.400098,4.898504,0.782324,3.816461,4.354013,4.510156,4.575576,4.613880,4.641056,0.749410,0.754450,1.062117,1.249547,1.461435,1.757217,1.976752,2.262458,2.434477,2.563454,2.706615,2.767913
887.0054,50.691,1.634817,0.611649,5.02065,1.855699,0.544662,8.813073,39.090409,0.395410,5.235419,0.818417,3.914825,4.435063,4.603017,4.690066,4.748639,4.792602,0.762532,0.767474,1.081739,1.273417,1.492777,1.796479,2.020413,2.307427,2.476340,2.601560,2.736567,2.795534
743.8391,30.1709,1.27377,0.588588,4.542517,1.572698,0.544662,8.833338,39.691881,0.393750,5.126671,0.830425,3.882905,4.415815,4.586061,4.665564,4.715259,4.751532,0.775210,0.780184,1.096612,1.290606,1.509346,1.810189,2.029290,2.306900,2.472129,2.596235,2.732473,2.792884
803.0029,54.7699,0.912611,0.398225,4.861353,1.864423,0.544662,8.818474,39.385665,0.394434,5.269770,0.845423,3.932924,4.404259,4.541869,4.610777,4.658036,4.694633,0.778937,0.784057,1.104802,1.299209,1.521179,1.826094,2.048831,2.329508,2.492710,2.612459,2.735677,2.786319
1056.1838,40.5244,0.92878,0.475613,5.129958,1.683629,0.544662,8.781907,36.701949,0.403516,4.909850,0.748250,3.688930,4.195121,4.344164,4.412249,4.455698,4.488203,0.729665,0.734909,1.037585,1.217532,1.425109,1.714425,1.930728,2.214328,2.384999,2.512384,2.654264,2.715166
1055.6759,56.1394,1.375888,0.6264,5.320935,1.88538,0.544662,8.772742,37.640242,0.399609,4.968205,0.782211,3.817065,4.310335,4.457572,4.530359,4.578581,4.614594,0.741576,0.746776,1.056665,1.240171,1.456068,1.754007,1.976314,2.265201,2.435500,2.561004,2.695986,2.752885
740.6746,20.6359,0.994332,0.647596,4.432179,1.3443,0.544662,8.817305,39.046982,0.395703,4.905413,0.807153,3.790370,4.346525,4.526007,4.600421,4.640712,4.667552,0.765319,0.770266,1.081313,1.272647,1.485989,1.781051,1.996073,2.270016,2.435416,2.561304,2.704722,2.770324
1186.3513,38.0037,0.866647,0.484376,5.249051,1.605013,0.544662,8.840595,36.497787,0.406152,4.948984,0.737135,3.728553,4.272040,4.430057,4.497853,4.539000,4.569113,0.727006,0.732197,1.032282,1.213030,1.418048,1.707529,1.925479,2.215067,2.391851,2.523984,2.674035,2.738652
958.822,45.0298,0.766361,0.310698,5.027196,1.697169,0.544662,8.827232,38.070425,0.399707,5.474843,0.802752,3.902197,4.431006,4.585265,4.657057,4.704366,4.740818,0.758229,0.763382,1.076023,1.265555,1.481066,1.781548,2.004750,2.294379,2.466989,2.595303,2.734021,2.792282
828.4419,53.0246,1.243282,0.556969,4.949759,1.845853,0.544662,8.771369,39.077250,0.394043,5.167556,0.835487,3.946509,4.446576,4.596090,4.669930,4.719126,4.756205,0.768425,0.773473,1.091803,1.283847,1.506622,1.811929,2.036587,2.322902,2.490243,2.613516,2.743096,2.797607
825.0704,25.3486,1.104841,0.611753,4.633341,1.459459,0.544662,8.824154,38.397803,0.398340,4.909247,0.784489,3.745600,4.288168,4.460420,4.535342,4.579047,4.609771,0.753897,0.758835,1.065510,1.254370,1.464560,1.757416,1.972447,2.248957,2.415910,2.542497,2.686100,2.750831
1043.6241,64.1967,1.485189,0.618653,5.343672,2.008313,0.544662,8.800755,37.960695,0.399219,4.936528,0.783954,3.768889,4.231766,4.376259,4.452665,4.504852,4.544196,0.745681,0.750772,1.059940,1.245645,1.460290,1.757570,1.977940,2.261086,2.426278,2.547774,2.676622,2.731239
593.235,22.1443,0.93977,0.521027,4.102287,1.440036,0.544662,8.858900,41.619957,0.387305,5.167285,0.898197,3.991012,4.501310,4.663802,4.736310,4.779570,4.810508,0.812629,0.817603,1.146702,1.350038,1.576536,1.883739,2.102098,2.369364,2.527024,2.643914,2.768948,2.824168
1110.26,73.7527,1.196476,0.493171,5.466682,2.06755,0.544662,8.836667,37.933539,0.400586,5.036281,0.789826,3.784620,4.228293,4.364323,4.438174,4.490102,4.530148,0.750725,0.755790,1.065429,1.253673,1.467652,1.765959,1.986902,2.269713,2.433574,2.553448,2.677906,2.729416
866.8074,44.0165,1.343209,0.559157,4.908924,1.792066,0.544662,8.776093,38.285416,0.397168,5.040987,0.793814,3.776365,4.271204,4.427991,4.507280,4.560273,4.600187,0.751817,0.756929,1.067795,1.254126,1.469504,1.765738,1.984058,2.263821,2.429114,2.552186,2.685859,2.744175
1072.3026,76.6079,1.060377,0.391831,5.514273,2.035664,0.544662,8.767937,37.981318,0.398145,5.393420,0.815929,3.918723,4.389381,4.531243,4.608110,4.662878,4.705780,0.755957,0.761193,1.077768,1.265696,1.486946,1.791435,2.017893,2.308847,2.477040,2.599443,2.725810,2.778019
861.046,40.8306,1.551707,0.645938,4.88182,1.747561,0.544662,8.802912,38.753389,0.396289,5.054317,0.800620,3.826453,4.343496,4.508216,4.589623,4.642709,4.681979,0.755826,0.760805,1.071882,1.260805,1.476830,1.775610,1.995691,2.278129,2.445595,2.570592,2.707419,2.767488
992.4629,28.052,1.112794,0.560944,4.921342,1.491763,0.544662,8.814790,37.017368,0.403320,4.927644,0.742260,3.670989,4.227551,4.404927,4.483676,4.530838,4.564627,0.730916,0.736049,1.036482,1.217461,1.422626,1.709729,1.923673,2.204786,2.376841,2.507165,2.658530,2.727293
1004.006,42.2107,0.952525,0.522728,5.101181,1.680649,0.544662,8.769441,37.224603,0.401074,4.965471,0.772318,3.796119,4.318175,4.468154,4.534491,4.575885,4.606467,0.739286,0.744556,1.052622,1.234919,1.447784,1.742537,1.962805,2.251173,2.424073,2.552776,2.694532,2.754589
781.6611,25.5426,0.895624,0.626768,4.538206,1.442495,0.544662,8.853974,39.087760,0.396777,4.870528,0.809785,3.817061,4.352167,4.514004,4.579589,4.615669,4.640269,0.768337,0.773289,1.085009,1.277761,1.491019,1.787582,2.004067,2.280022,2.445773,2.571068,2.710407,2.771571
1073.9985,72.0515,0.874595,0.558758,5.462144,1.999532,0.544662,8.763280,37.608706,0.399414,4.762585,0.798102,3.822076,4.252419,4.363068,4.414831,4.449199,4.475156,0.748720,0.753950,1.066843,1.252562,1.470180,1.770312,1.993391,2.279731,2.444989,2.565037,2.686866,2.733972
1336.2713,87.2487,0.733404,0.361106,5.929478,2.066101,0.544662,8.758304,37.186622,0.400879,5.151251,0.804903,3.920029,4.360541,4.474782,4.531867,4.571940,4.603384,0.747220,0.752491,1.067154,1.253599,1.473986,1.779215,2.008157,2.304452,2.474348,2.596444,2.719124,2.766070
834.1448,27.5519,1.267732,0.539868,4.648655,1.556199,0.544662,8.859783,38.644810,0.398633,5.033465,0.784669,3.715716,4.236095,4.409264,4.493006,4.546469,4.585959,0.756644,0.761536,1.067679,1.257823,1.466947,1.759095,1.972712,2.245421,2.409025,2.532796,2.671920,2.735149
893.7466,68.19,0.982056,0.434611,5.152451,1.96997,0.544662,8.813226,39.141349,0.395215,5.251494,0.844888,3.971038,4.436852,4.570609,4.639019,4.686458,4.723183,0.775260,0.780365,1.101080,1.295276,1.518581,1.825959,2.051863,2.337922,2.503026,2.623309,2.745423,2.794766
845.4224,45.5334,1.052997,0.564804,4.869471,1.767658,0.544662,8.804414,38.744597,0.396387,4.951535,0.814711,3.850503,4.335688,4.475514,4.540356,4.582079,4.613144,0.763671,0.768720,1.082833,1.273630,1.491000,1.791130,2.011664,2.292827,2.458146,2.580600,2.710236,2.764178
1038.027,70.9933,1.241632,0.495785,5.406324,2.058907,0.544662,8.735281,37.383145,0.399316,5.011554,0.781895,3.736356,4.181350,4.320560,4.396750,4.450385,4.491740,0.740380,0.745571,1.054804,1.237917,1.453042,1.749015,1.968734,2.250774,2.414401,2.534221,2.660117,2.713284
725.5908,20.6206,1.008439,0.653282,4.402053,1.319412,0.544662,8.841429,39.614016,0.394336,5.042596,0.826591,3.886367,4.469687,4.659236,4.737182,4.778682,4.805942,0.775570,0.780565,1.096288,1.290022,1.507056,1.806220,2.024094,2.301766,2.469818,2.597812,2.743644,2.810354
1217.3559,41.5296,1.371315,0.565409,5.390636,1.681879,0.544662,8.765464,36.290921,0.404590,5.119977,0.736377,3.759337,4.323594,4.500630,4.585243,4.639766,4.680255,0.718562,0.723852,1.025229,1.202078,1.411008,1.702027,1.922467,2.217282,2.397259,2.531067,2.684888,2.753172
691.6003,19.2432,0.880588,0.29837,4.322357,1.291651,0.544662,8.790138,39.300477,0.393750,5.825005,0.831200,3.889671,4.498177,4.715780,4.817812,4.879690,4.924561,0.775499,0.780558,1.097195,1.290260,1.507721,1.806686,2.024318,2.301637,2.470100,2.598943,2.748477,2.820151
882.2944,53.8822,1.38142,0.65254,4.98125,1.941186,0.544662,8.828816,38.724863,0.397266,4.782049,0.796682,3.732515,4.174316,4.308997,4.377725,4.423762,4.458149,0.757180,0.762138,1.071956,1.261583,1.475403,1.771545,1.988271,2.262280,2.421741,2.539449,2.662893,2.714707
934.1004,46.963,1.101474,0.596624,5.016513,1.75541,0.544662,8.852322,38.726821,0.398047,5.007021,0.810829,3.902315,4.409676,4.554276,4.619846,4.661380,4.692038,0.763387,0.768386,1.081502,1.273645,1.490314,1.792173,2.015257,2.302319,2.472006,2.597756,2.731690,2.787089
1125.9229,67.1405,1.482761,0.614005,5.523401,1.980242,0.544662,8.782504,37.898925,0.398926,5.104014,0.796372,3.890985,4.385442,4.535799,4.613473,4.666125,4.705769,0.746709,0.751838,1.064064,1.250286,1.468956,1.771509,1.997522,2.290796,2.462230,2.587711,2.720917,2.776925
630.8401,19.1257,0.84025,0.559714,4.166943,1.369682,0.544662,8.813022,40.214182,0.391113,4.878434,0.849517,3.812500,4.311122,4.470333,4.538205,4.576448,4.602771,0.787763,0.792728,1.111862,1.308314,1.526759,1.825096,2.038531,2.302289,2.458563,2.575790,2.704167,2.761878
1150.6416,68.7239,1.287524,0.513102,5.525995,1.998134,0.544662,8.799717,37.647046,0.400488,5.146896,0.788598,3.843028,4.322396,4.469506,4.547577,4.601766,4.643314,0.745474,0.750622,1.061090,1.247092,1.463227,1.763206,1.987085,2.277107,2.446570,2.570687,2.702051,2.757192
938.8757,80.0426,0.809145,0.271206,5.337614,2.081851,0.544662,8.730258,38.028771,0.396680,5.518364,0.821462,3.843998,4.271445,4.397537,4.467490,4.518711,4.559707,0.758911,0.764262,1.082581,1.269260,1.490746,1.792693,2.015340,2.297316,2.458729,2.575720,2.693614,2.741357
1074.6605,89.0863,0.653838,0.27971,5.540101,2.10346,0.544662,8.868690,38.821538,0.398242,5.342095,0.839082,3.948149,4.363826,4.473032,4.529799,4.570702,4.603319,0.775297,0.780326,1.098730,1.295391,1.515958,1.823913,2.050543,2.336363,2.498785,2.615538,2.729106,2.771814
1096.2596,37.7202,1.361819,0.605454,5.138588,1.680428,0.544662,8.866298,37.314169,0.403906,4.930287,0.745978,3.696779,4.221291,4.386330,4.465194,4.515747,4.553057,0.733705,0.738729,1.039135,1.222651,1.428284,1.717974,1.934031,2.217148,2.388303,2.516614,2.661479,2.725358
1057.4625,42.6769,1.317802,0.582431,5.194762,1.727078,0.544662,8.763946,36.986679,0.401758,4.996038,0.755814,3.744133,4.270472,4.432951,4.510998,4.561589,4.599208,0.730389,0.735581,1.039848,1.220317,1.431082,1.723515,1.942601,2.230549,2.403695,2.532655,2.677070,2.740182
1021.7675,61.2122,1.088934,0.510721,5.268113,1.96238,0.544662,8.776419,37.454208,0.400391,4.869630,0.776504,3.716249,4.159844,4.290920,4.358233,4.404420,4.439743,0.742184,0.747355,1.055247,1.239196,1.451797,1.746070,1.964185,2.244304,2.407789,2.528009,2.654497,2.706848
939.4518,48.5887,1.41985,0.650033,5.111054,1.81359,0.544662,8.734361,37.817504,0.397656,4.960343,0.787468,3.810529,4.314555,4.466882,4.540752,4.588867,4.624489,0.742529,0.747641,1.057406,1.241413,1.457797,1.755603,1.977036,2.263965,2.433623,2.559256,2.695654,2.754072
840.5641,31.2241,0.74556,0.53189,4.690029,1.549,0.544662,8.831956,38.300671,0.399023,4.784170,0.791346,3.752296,4.253191,4.396576,4.455068,4.488788,4.512756,0.757685,0.762736,1.071710,1.260778,1.471600,1.765280,1.980749,2.256492,2.421277,2.545068,2.680582,2.738274
1335.3977,79.306,0.66735,0.340432,5.787602,2.037417,0.544662,8.803244,36.843638,0.403613,4.992826,0.776049,3.788059,4.211298,4.320679,4.374725,4.412569,4.442319,0.739705,0.744890,1.052675,1.237923,1.450850,1.749175,1.972575,2.262016,2.429316,2.550408,2.673562,2.720674
686.214,48.892,1.520091,0.592917,4.603856,1.908387,0.544662,8.809584,40.468501,0.389941,5.136868,0.857945,3.895960,4.363294,4.516308,4.598127,4.654079,4.696362,0.785634,0.790620,1.112878,1.308829,1.533233,1.837991,2.057776,2.330138,2.487932,2.603958,2.725006,2.777745
907.2249,57.1987,0.909275,0.575027,5.126282,1.810208,0.544662,8.783927,38.904046,0.395117,5.094539,0.844920,4.052256,4.561226,4.694113,4.751165,4.786828,4.813178,0.771371,0.776462,1.097208,1.290746,1.515701,1.825544,2.055209,2.350461,2.522891,2.649013,2.778937,2.830289
848.8055,42.4797,1.178082,0.653749,4.904023,1.724078,0.544662,8.721594,38.054545,0.396289,4.872481,0.798509,3.816614,4.317724,4.462358,4.527339,4.567837,4.597355,0.748874,0.754038,1.066256,1.251060,1.468856,1.766679,1.987075,2.271033,2.439015,2.563756,2.698489,2.755470
804.5422,63.6368,1.837805,0.650515,4.965463,2.042601,0.544662,8.856062,40.337383,0.392090,5.201853,0.846874,3.931881,4.411808,4.572570,4.661125,4.722072,4.767912,0.779750,0.784577,1.103384,1.300585,1.522838,1.830257,2.053713,2.333473,2.495130,2.613931,2.738102,2.792338
689.6967,22.2521,0.967928,0.538541,4.373809,1.343372,0.544662,8.782694,39.609646,0.392285,5.258644,0.842860,3.956624,4.556377,4.752799,4.836264,4.882815,4.914634,0.778485,0.783573,1.103456,1.296817,1.518271,1.820825,2.041581,2.323326,2.493584,2.622881,2.769596,2.836821
951.3804,44.8377,1.231918,0.543514,5.052254,1.745314,0.544662,8.792658,38.017420,0.398828,5.125482,0.792112,3.847769,4.371511,4.531355,4.608460,4.658897,4.696691,0.749816,0.754870,1.064680,1.252111,1.467184,1.765715,1.987512,2.275300,2.446600,2.574017,2.713228,2.773135
736.0987,25.6731,1.157644,0.389021,4.493738,1.47488,0.544662,8.780226,39.003559,0.394629,5.606957,0.819519,3.861743,4.436159,4.635790,4.734419,4.798340,4.846375,0.766967,0.772036,1.086812,1.277399,1.494663,1.792981,2.011173,2.290065,2.458045,2.585422,2.730228,2.797874
815.0753,62.6112,1.370983,0.63734,4.948732,2.022432,0.544662,8.824061,39.460709,0.394336,4.866227,0.826976,3.813195,4.245418,4.376804,4.445487,4.492162,4.527235,0.770662,0.775623,1.091452,1.284550,1.503605,1.804692,2.023726,2.297530,2.455219,2.570630,2.688760,2.737755
876.0641,39.2341,1.245789,0.639563,4.887187,1.680628,0.544662,8.792799,38.405352,0.397266,4.963713,0.798087,3.836030,4.356053,4.511258,4.581851,4.625886,4.657985,0.754313,0.759385,1.070789,1.258587,1.474599,1.772819,1.993242,2.277548,2.446774,2.573063,2.711018,2.770186
1512.4872,90.1379,1.446575,0.636363,6.109963,2.180476,0.544662,8.778090,36.826174,0.402832,4.846861,0.765352,3.762233,4.199006,4.330762,4.401851,4.450922,4.487955,0.730034,0.735262,1.042560,1.223800,1.438381,1.736227,1.960006,2.250800,2.418542,2.539809,2.666368,2.718285
872.9569,49.3546,1.190162,0.598547,4.920172,1.887396,0.544662,8.809056,38.317928,0.398145,4.733046,0.787514,3.685901,4.122397,4.253189,4.318607,4.362300,4.395107,0.752862,0.757957,1.067237,1.253959,1.466480,1.759657,1.974333,2.246104,2.404763,2.522159,2.645818,2.697627
1285.2805,40.0216,0.801785,0.481656,5.334443,1.644171,0.544662,8.905770,36.463455,0.408301,4.827107,0.726504,3.680014,4.197404,4.343636,4.405918,4.443905,4.471833,0.726548,0.731564,1.027540,1.210677,1.411325,1.699046,1.915397,2.202281,2.376961,2.507258,2.653760,2.715716
964.865,36.141,0.919783,0.423755,4.919037,1.619963,0.544662,8.881334,38.036989,0.401562,5.146666,0.779082,3.783714,4.310245,4.471016,4.545246,4.592647,4.628219,0.753301,0.758313,1.064785,1.254159,1.463109,1.757507,1.975283,2.257436,2.427106,2.554509,2.695643,2.756807
1389.325,109.48,0.904859,0.315304,6.125077,2.253903,0.544662,8.796556,37.630837,0.400391,5.422659,0.811764,3.874241,4.286588,4.409851,4.481319,4.534191,4.576372,0.753990,0.759222,1.075005,1.263564,1.483780,1.788706,2.015514,2.304454,2.467680,2.584641,2.700659,2.746789
880.5127,20.4578,1.161949,0.516336,4.635022,1.385824,0.544662,8.886065,38.038692,0.401758,4.997573,0.756572,3.627890,4.176602,4.366981,4.455780,4.509651,4.548307,0.746454,0.751351,1.051752,1.239102,1.442126,1.728348,1.938141,2.208185,2.372809,2.498826,2.646066,2.715714
1382.7913,72.5666,0.630426,0.289782,5.781992,1.959619,0.544662,8.819038,36.732873,0.404492,5.201373,0.772813,3.830352,4.283092,4.400512,4.456993,4.496205,4.527141,0.738658,0.743885,1.051600,1.236532,1.449449,1.748530,1.973549,2.267739,2.439520,2.564192,2.693225,2.743154
1027.1607,42.6451,1.274155,0.511843,5.07903,1.755275,0.544662,8.875390,37.891821,0.401953,5.098334,0.769279,3.747768,4.257275,4.419632,4.501384,4.556078,4.597483,0.746506,0.751472,1.055815,1.243674,1.452156,1.745658,1.963225,2.245213,2.413771,2.539744,2.678772,2.739539
1187.6067,71.0058,1.210257,0.62053,5.573765,1.992011,0.544662,8.856120,38.144679,0.400391,4.951702,0.800305,3.897766,4.365158,4.495565,4.559485,4.602135,4.634120,0.754399,0.759460,1.071671,1.261620,1.478752,1.781942,2.007836,2.299482,2.469004,2.592613,2.720458,2.771539
761.1033,41.447,0.66525,0.389624,4.668216,1.668812,0.544662,8.812209,39.419773,0.394043,5.162603,0.849370,3.964398,4.465834,4.603671,4.662644,4.699317,4.726780,0.781725,0.786777,1.107149,1.303205,1.524684,1.830068,2.053148,2.335546,2.501679,2.624526,2.753001,2.805419
1408.219,46.9073,1.532406,0.646115,5.61945,1.780509,0.544662,8.807498,36.002001,0.407031,4.922387,0.717030,3.687486,4.218461,4.383343,4.463792,4.516160,4.554913,0.710905,0.716143,1.013373,1.188982,1.394062,1.682339,1.901122,2.194000,2.372089,2.503701,2.654015,2.719848
848.9203,42.1391,1.331679,0.613117,4.860501,1.788466,0.544662,8.763409,38.151920,0.397266,4.851439,0.785610,3.713477,4.188205,4.335755,4.408767,4.456805,4.492603,0.747966,0.753054,1.061928,1.247052,1.460695,1.754359,1.970293,2.246025,2.408576,2.529632,2.660740,2.717545
1413.9879,82.9408,0.846804,0.430288,5.987532,2.044366,0.544662,8.733116,36.640945,0.402148,5.041174,0.785705,3.874540,4.325110,4.444641,4.504090,4.545253,4.577164,0.736025,0.741364,1.053104,1.235559,1.454097,1.756299,1.984195,2.281797,2.453797,2.577654,2.704746,2.754358
955.179,52.6374,1.255564,0.52944,5.125317,1.89464,0.544662,8.740386,37.409495,0.399414,4.943599,0.773123,3.702956,4.170117,4.315857,4.391518,4.443199,4.482551,0.738440,0.743677,1.051541,1.233033,1.446235,1.739043,1.956101,2.235626,2.400036,2.521756,2.652957,2.709376
652.911,42.2535,1.11146,0.603034,4.468751,1.804507,0.544662,8.773502,40.165981,0.389844,4.872675,0.858036,3.855955,4.298168,4.428194,4.490792,4.531678,4.562137,0.785203,0.790235,1.112480,1.307569,1.531227,1.833955,2.051723,2.320454,2.475984,2.589865,2.706815,2.755549
693.5372,25.6109,0.980663,0.648577,4.417877,1.422438,0.544662,8.788688,39.767886,0.391895,5.066057,0.846740,3.958107,4.524560,4.697783,4.768096,4.806501,4.832475,0.779998,0.785041,1.105345,1.299618,1.521879,1.825481,2.046772,2.328048,2.496555,2.623519,2.764025,2.825972
1368.3222,51.9831,0.932688,0.526208,5.60071,1.7906,0.544662,8.799173,35.962648,0.406836,4.826749,0.731221,3.714336,4.211730,4.349015,4.410797,4.450365,4.479948,0.718624,0.723919,1.024211,1.201922,1.408643,1.698963,1.918843,2.211397,2.387345,2.516794,2.659645,2.718693
768.4814,25.121,1.400886,0.636891,4.54044,1.480521,0.544662,8.849595,39.471648,0.395117,5.096863,0.812690,3.837533,4.392807,4.576627,4.661399,4.712874,4.749652,0.768327,0.773175,1.084764,1.278343,1.493256,1.791407,2.008971,2.286335,2.452993,2.579227,2.721497,2.786309
1221.0754,58.5785,1.284357,0.596279,5.549588,1.889525,0.544662,8.762888,36.809623,0.402441,4.952760,0.761383,3.789203,4.285102,4.430652,4.502081,4.549500,4.585067,0.729728,0.734973,1.041162,1.221669,1.434921,1.730743,1.953421,2.246234,2.419804,2.547227,2.685523,2.743488
859.109,45.728,1.406489,0.63036,4.905699,1.813527,0.544662,8.805756,38.762983,0.396387,4.965457,0.804283,3.809904,4.297838,4.448566,4.523245,4.572410,4.608998,0.758127,0.763188,1.075752,1.264368,1.481062,1.779416,1.998685,2.278419,2.442992,2.565233,2.696392,2.752677
